tweet_id,text,airline,airline_sentiment
570073396152676352,@AmericanAir what can AA do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable,American,negative
570264145116819457,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,Virgin America,positive
568188243713372161,"@USAirways once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks",US Airways,negative
569494270966685696,@USAirways you need to figure your scheduling out! #worstflightexperienceever #getmehome,US Airways,negative
569275000232013825,@united @USAirways @AmericanAir @americanone one of you has my bag! Claim 4016688561 and i want it in MGA!!!! Now!!!,United,negative
568482412990218241,@USAirways My flight cost me just under $800 and this is what happens? I fly with @united and have no problems. I come the US 4-5 times...,US Airways,negative
567812709342822400,"@SouthwestAir I was helped by a nice lady at PHX checkin. I spent 4 hours on hold in 24 hours, so might want to look at efficiency there.",Southwest,negative
568078069568839680,@SouthwestAir your app repeatedly crashed and failed to display my name when checking in. Was unable to use app. http://t.co/0kN7PjelZL,Southwest,negative
567774038680801281,@JetBlue remember - I'm very doubtful and not very hopeful :(,Delta,negative
570066554848743424,@JetBlue we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3,Delta,negative
569248904866336768,@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW.,Southwest,negative
569931677868273664,@AmericanAir @derekc21  Hello any one out there ? have you forgotten me ?  I need a  luggage # for BA.  Your dropping the ball here .,American,negative
568926716644745216,@SouthwestAir Thank you!,Southwest,positive
569274088289660928,"@USAirways it a change fee request from a month ago.  after one hour on phone with your team, I’m told 120 day backlog.  Awful.",US Airways,negative
569948398545039360,@AmericanAir hour and a half after landing bags are finally trickling off. http://t.co/4KbTzVjU3b,American,negative
570280436796166144,"@USAirways Forget reservations. Thank you to the great leadership at your company, I've Cancelled Flighted my flight. Once again, thank you.",US Airways,negative
567815252881977344,@SouthwestAir thanks for taking such good care of my luggage... http://t.co/PIvxean3jY,Southwest,negative
569663351124422656,@AmericanAir Close down,American,negative
569564824939556864,@JetBlue Something to think about when you are dealing with PEOPLE!!!!!  Just wrong.  No excuses. Figure it out &amp; expect the unexpected,Delta,negative
569388260633542657,@USAirways tell my professors that when I don't show up to class/write my midterm because I'm stuck with no flights home 😠,US Airways,negative
569695286907551745,@AmericanAir @USAirways how can you have no food on a 4 hour flight 528 from Columbus to Phoenix? Starving and Pissed off. Can't eat Go Go!,American,negative
569593278636675072,@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?,American,negative
568023553548922880,@JetBlue no news here at the gate. What are my options?,Delta,negative
569674237079744512,@AmericanAir my #Navy sisters flight 2470 cancld. She can't get an agent. They've called her back to be put on hold &amp; then discnct.Any help?,American,negative
569623190730887168,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew.,US Airways,negative
569688822180503552,@AmericanAir waiting for you to pick up... Coming up on 3 hours now... http://t.co/nOPq5xIsbS,American,negative
568905470502670336,@usairways is there not a faster way to get me to Columbia Sc than making me stay in CLT over night after my delayed flight?,US Airways,negative
569383892542738432,@united Just sent a DM. Thank you for the acknowledgment.,United,positive
570038564110467074,@AmericanAir @USAirways need to be reported to the @BBB_media for their complete disregard for paying customers! #DoNotFlyWithThem,American,negative
569076249487925248,@SouthwestAir I need your help but no one will pick up the phone.,Southwest,negative
570296670568751106,@SouthwestAir Logically you would think you check all that before you have people board. I could've drove home in the time I've been waiting,Southwest,negative
570248991704788992,@AmericanAir Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate w/companies forU!,American,negative
567880900358311936,@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!,Delta,positive
569736870927556608,@AmericanAir  you have now lost my luggage for40 hours holding for4 hrs on phone #wtf is this how you treat your loyal passengers?#stranded,American,negative
567773933928476672,"@SouthwestAir My brother &amp; his girlfriend’s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?",Southwest,negative
569618371148443649,"@AmericanAir 245. I'm about to take off but one of your reps at a different gate was rude when I asked for assistance. Thanks, though.",American,negative
569714842405249024,“@AmericanAir: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?,American,positive
569715860241129472,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝,American,negative
569985288992264192,@USAirways PLANS CHANGED! IS THAT WHAT U CALL NOT BEIN ABLE 2 PARK ON TIME PLANES W A 2 HR LAYOVER N B ABLE 2 MAKE UR CONNECTION! #seriously,US Airways,negative
569930292024221696,@USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time.,US Airways,negative
568100257931747328,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,Virgin America,positive
569813373413687296,@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.,United,negative
567875699056467968,@USAirways I'm sure you don't but question still remains why we only found out at 8.20 that crew won't come before 9.50 for 8.10 flt. Tks.,US Airways,negative
569366479008862208,@JetBlue @dgruber1700  oh wow and I'm complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this,Delta,negative
569454641320062976,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you,United,negative
569620433869217792,@AmericanAir - gold elite loyalty customer..can't count on my hometown preferred airline to do right. #bummed..,American,negative
570289584061480960,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp; I haven't even gone on my 1st trip yet! ;p,Virgin America,positive
568631249989988354,"@JetBlue yes of course, before I left the airport. I kept looking but claim is still open.",Delta,negative
569622208588468224,@AmericanAir I did. Should i expect a response in this fiscal year? This calendar year? Never?,American,negative
568806740227166208,@USAirways can I get a free mimosa to compensate my flight delay (yet again) thx,US Airways,negative
568239330168315905,@JetBlue it says it is now 9:58 you owe me,Delta,negative
568650933049147392,"@SouthwestAir Promotion also said two free round trip flights. Nope, had to pay $200 extra for chi to Vegas. Bait&amp;switch.",Southwest,negative
567734329212940288,@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!,Southwest,positive
569322657822285824,@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick,United,negative
568352803892150273,@united thank you! My second flight I already got bumped up to 1st! Love it!,United,positive
570087305320357888,"@AmericanAir you know I love this airline, but why are my friends @MEGENTRIPODI @jordnnicole7 having such a problem retaining info they need",American,negative
568770352635121664,"@United flight 4465 almost half an hour at the Tarmac ""waiting for papers""... Cannot miss my connection at IAH !",United,negative
568538872637816832,"@united worst airline in the world-8 delays, gate agent loses her mind over 1.5 lbs and charges me $100 on top of the $25 I already paid!!",United,negative
568491035564879872,"@USAirways yes thanks I have never seen anything like this and I come to Yuma all the time, big disappointment. There are 40+ still waiting",US Airways,negative
569747702981853185,"@united after 2 days - 1 flight Cancelled Flightled, another delay for 8 hours- united gave me a $7 food voucher. That's how much they value my time??",United,negative
569490072975876097,"@JetBlue yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight.",Delta,negative
568513007849840640,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely,United,positive
570292976603295744,"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again.",Southwest,negative
567776258621464577,@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,US Airways,negative
567893924699770880,@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?,United,negative
569227490046164992,"@JetBlue yes, last month when Boston got the first big snow storm and my flight was Cancelled Flightled.",Delta,negative
570268875872473088,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.,American,negative
567753747283988481,@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.,Southwest,negative
569759999083171840,@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :),US Airways,negative
569927965007417344,@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.,Southwest,positive
569670402223562752,@SouthwestAir YES please....How do we get that companion pass?,Southwest,positive
568212796422406144,"@SouthwestAir thank u for not leaving me 
@me nice job running thru the airport to catch your connecting flight",Southwest,positive
570018079993937920,@united So you are inadequate by accident?,United,negative
568669880922165248,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",United,positive
569212376421158912,@USAirways @AmericanAir Is there a way to reserve a veg meal online for a flight to Brazil tomorrow? I've been onhold for more than 1 hour.,US Airways,negative
568797557914148865,"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",Delta,positive
568589740833939456,@SouthwestAir It was the usually excellent SWA flight!,Southwest,positive
570100233398571008,@AmericanAir Who do I report missing baggage to when baggage claim leaves before midnight?,American,negative
568273310347165696,@USAirways Will do :),US Airways,positive
568901823215448064,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",Virgin America,negative
569337230935724032,@USAirways understood. It simply feels as if the staff is not being entirely truthful about the situation.,US Airways,negative
569153841083625473,"@usairways when trying to check-in online, it says to call...now I've been on hold for 2 hours...what to do?",US Airways,negative
570058986025672704,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,United,positive
569950215513497601,@USAirways US 728/Feb 21. Arrive 7 hrs Late Flight; checked car seat missing. No replacement available. Has yet to arrive more than 24 hours Late Flightr.,US Airways,negative
569208488217485312,"@SouthwestAir He is going to file a formal complaint, this should have never happened. Please direct us to the right department.",Southwest,negative
569332442194178049,@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways,Southwest,negative
569479822226952192,"@USAirways my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!",US Airways,negative
569164415322492928,@usairways I get extended hold times due to the weather...but 2-1/2 hours on hold (and counting). HELP!!,US Airways,negative
570017905879986176,@AmericanAir Cancelled Flightled two flights from Miami to Nashville yesterday and could not get me on a flight for 3-4 days. #Southwestairwasthere,American,negative
568833409138745344,"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?",US Airways,negative
567750529620697088,@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!,Southwest,negative
570259540697948162,"@AmericanAir 
I still think American Airlines is great...I would just like to be treated better. Loyal customers first, right?",American,positive
570110706588262400,@AmericanAir hey! I have a name issue on my reservation can you help?,American,negative
570277278627848192,@JetBlue Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(,Delta,negative
568959737544339456,@united truly the WORST day of flying I have ever experienced...,United,negative
569846882291159040,@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.,American,positive
568790903776636928,@USAirways your customer service is a nightmare. I have been on hold for 1 hour. I'm a platinum member with AA and feel like it's worthless,US Airways,negative
568826070897717250,@USAirways your staff at LAX really messed up on this one. Failing to scan my suitcase tag.,US Airways,negative
570122962726039552,@AmericanAir *does = doesn't,American,negative
568902419972694016,"@USAirways Nightmarish customer service. Further to that, as an elite member, I'm appalled.",US Airways,negative
569223653952323584,@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?,US Airways,negative
569231858485080066,@united stuck in DC trying to get to Denver. The engine shut down twice on us at the terminal. Got any available flights for me?,United,negative
569860082965426176,@AmericanAir my flight 1106 was Cancelled Flightled and I need to get back to Cleveland. What are my options?,American,negative
569661662648610816,@AmericanAir I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :(,American,negative
569588651925098496,"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”",American,positive
570142263290011649,@united thank you. Been trying for two days to set this up.,United,positive
569558791433416704,@usairways Cancelled Flighted and rescheduled. said I'd have to pay $75 for earlier flight at next gate. Today @delta proactively offered same for $0,US Airways,negative
568469155709624321,"@SouthwestAir if this flight is Cancelled Flighted or delayed any further I expect full compensation for my park ticket, hotel &amp; flight..",Southwest,negative
569718802029666305,@AmericanAir @nrosenb1 it says changes can't be made online,American,negative
569992414653362176,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am...",US Airways,negative
569623396729917440,"@USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR. Then my guy saying ""we don't do that""",US Airways,negative
570284129138274304,"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!",Southwest,positive
569341791482220545,"@SouthwestAir Thanks for helping out! Class act, all the way... see you in the air!",Southwest,positive
569507522412986368,@USAirways big problem!!! Fll to clt then got off on clt but my fly to gso is Cancelled Flightled had to rent a car to get to my pops funeral,US Airways,negative
567750136223518720,@JetBlue Thank you!,Delta,positive
569484781668458496,@USAirways sad experience today on 4663.  Family on Southwest direct to MCO. My loyalty to USAir = not vacationing with my boys today.,US Airways,negative
568863640721477632,"@usairways yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail",US Airways,negative
569894690566369280,@AmericanAir please improve business extra flight reservation process. can't book online?  what century are we in? 25 min+ on hold,American,negative
568266347450273793,@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!,United,positive
569477571726974976,@JetBlue well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a 100%  confirmed,Delta,negative
569180231782801408,@USAirways seems to be the only airline without a dedicated line for status members,US Airways,negative
570000364692484099,"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?",United,negative
570301395141836801,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,American,negative
570302023968694272,@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy,US Airways,positive
568093957080551424,@VirginAmerica OMG FINALLY,Virgin America,positive
568557220473884672,@united would be hard to be worse than last time but I'm sure you'll give it a shot,United,negative
568037842838024192,@SouthwestAir for the win as always- saved my day and got me on a direct to Orlando. 🎉🎉🎉,Southwest,positive
569152201278525440,@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer? #BNA,Southwest,negative
569842295387791361,@AmericanAir I am still waiting for that call back. Stranded and no one to talk to,American,negative
569992310563450880,@AmericanAir probs the worst customer service ever. Replied to complaint I submitted 6 weeks ago bout damaged bag... Not even replacing it!,American,negative
568130768788185088,@SouthwestAir #worstthingever 2days Late Flightr our lost bag was fedexed somewhere. Do you know where cause we don't &amp; it was delivered somewhere,Southwest,negative
569641247075213312,@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines,American,negative
567795026307325952,@JetBlue thanks for the upgrade😉!! so far so good. #KeepItUp http://t.co/BKmfeY7QOL,Delta,positive
568795549211738113,"@USAirways Handled on the phone. Unfortunately it wiped out an entire trip, which is why I'm so displeased.",US Airways,negative
570075101326024704,"@AmericanAir to add insult to injury, I have to go pick it up myself. Real class act! I'll stick the Delta from now on.",American,negative
568172923531481088,@JetBlue I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp; so much to do there.🌴,Delta,positive
567842015418978304,"@united my flight was at 1 pm. Still at the airport gee what service.  Do they care, nope.  Delayed until 7:55.",United,negative
568630453521022976,@united understanding the situation we waited and it was opened until 10:30pm,United,negative
567824229296566272,@united said they would give us a refund. 30 days Late Flightr NO refund.,United,negative
570010571707256832,@VirginAmerica wow this just blew my mind,Virgin America,positive
569885201293307905,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!,American,positive
569387614265954304,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,United,negative
568782732358258689,@USAirways what is the damn delay????,US Airways,negative
569918453722656768,@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!,Delta,positive
570247474465677312,@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL,American,negative
568431356037996545,"@JetBlue customer service was so bad updating my points, once I use my next points, I won't be flying you. Point system is almost a sham.",Delta,negative
568940215190085633,@USAirways / @AmericanAir are incompetent.,US Airways,negative
569644041857421312,@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,American,negative
567766329352921088,"@united I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home.",United,negative
570192886689628160,@AmericanAir thanks! Flight 2160 today. Great crew!,American,positive
568419711521841152,"@united - watched the entire #UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out, right before my 4hr flight....",United,negative
569883152493240320,@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.,Southwest,negative
569924793232785408,nope. RT @JetBlue: Our fleet's on fleek. http://t.co/9SHhTvIOTI,Delta,negative
568221088750161920,@JetBlue They told us 10 minutes almost 40 minutes ago.,Delta,negative
569343160062742528,@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost,US Airways,negative
569843082994315264,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue,Southwest,positive
570304544128815104,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing,American,negative
568452051740413952,@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,Southwest,positive
569980177247285249,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair,United,negative
569648240150204416,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",Southwest,negative
567729325810917377,@USAirways No kidding. Oy.,US Airways,negative
568137238267047936,@united all good! Next flight was a little delayed so it all worked 👍,United,positive
568602309703249921,"@USAirways I already HAVE, four times",US Airways,negative
569866310793826304,@AmericanAir #horriblecustomerservice # rudestaff # incompetentmanagers,American,negative
570307434113310720,"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal",American,negative
568491900195500032,"@SouthwestAir thanks a lot for sending a ""special deal"" with @Budget. Getting screwed is the best when on vacation #sarcasm get new partners",Southwest,negative
567859601900740609,"@USAirways flights keep getting delayed and Cancelled Flighted with no information, worst customer service ever.",US Airways,negative
569271994212069376,@JetBlue Exciting times ahead! 😁🎉,Delta,positive
570063451143462913,@AmericanAir I've just received the ticket. Thank you for your help,American,positive
569651816197169153,@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel,American,negative
570045818205384704,@USAirways did a pre schooler develop your app? The thing crashes every single time.,US Airways,negative
567614049425555457,"@united, link to current status of flights/airports? Fly BWI-EWR-MCO this morning yet can't yet tell what any problems are except see snow.",United,negative
570195970610348032,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me,US Airways,negative
569197921150902272,@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy,United,negative
568796340714639360,@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(,Delta,positive
569310731486699520,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not",United,negative
569913274218622977,@AmericanAir flight home Cancelled Flightled today.  Any way we can get another flight to NYC from Texas? 4 hour wait for a call back from airline,American,negative
567894808439570433,"@united Direct Messaged you, didn't hear anything back",United,negative
569701794714128384,".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service",Southwest,negative
569682818306953216,"@vanessaannz seriously, you hate @AmericanAir since they can't accommodate you due to inclemental  weather disruptions? lol, very funny",American,negative
569206566035042305,"@USAirways after 5 flight Cancelled Flightlations we finally get a flight, get to the gate on time &amp; you've given our seats away? Seriously??",US Airways,negative
567780888700669952,"@united I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years.",United,negative
569253414971899905,"@united. Please get me an economy plus seat. Awful day of 2 Cancelled Flighted flights, after lots of planning.",United,negative
568563550475698177,@SouthwestAir lets chat about flights to and from BWI and the Carolina area... Can a girl get break? I've had to resort to USAir 😖 2 a day?!,Southwest,negative
569329401122426880,@united I'd really like to get off of this plane now.,United,negative
568144896852299776,@united my cats flight was delayed 1+hour  she will be arriving to Hawaii after 5 &amp; I won't be able to pick her up until tomorrow 😭,United,negative
569217929541238784,"@USAirways if my flight's been Cancelled Flightled, and I can't reach anyone over the phone or ticketing agents, safe to assume I wasn't rebooked?",US Airways,negative
567829349727211521,@JetBlue Still love you guys. But get me to Vegas already! ☀️🌴✈️🍸🎲,Delta,positive
568594180014014464,"@united so our flight into ORD was delayed because of Air Force One, but the last flight to SBN is at 8:20, 5 mins from now we just landed.",United,negative
569693042040418304,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.,US Airways,negative
569591765793165312,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous,American,negative
569256055781240832,@united please don't take my membership away :(,United,negative
568462632719491072,"@united unfortunately, that doesn't help. Just an automated computer.",United,negative
569947174571675648,@united I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful,United,negative
568203785996263424,@united it's kinda funny. No worries.,United,positive
568568938960805888,@united how can you never got a flight from austin to Houston in time for a connection ever? Ever!,United,negative
568438645591384064,@USAirways @AmericanAir I'm a chairman who was in 1st class on both my flights today. System Cancelled Flightled my tickets and kicked me out of 1st.,US Airways,negative
569851813706539009,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!,Delta,positive
567872810770657280,@SouthwestAir thanks for your assistance..you guys ROCK!!💯,Southwest,positive
570252614320783361,@AmericanAir I need an answer why we can't get into Wichita Falls.,American,negative
569855205187190784,@AmericanAir cannot provide us alternative flight until 36 hours Late Flightr ruining our trip! #Cancelled Flightled #angry #problems #ruined.,American,negative
570049697924009984,@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,United,negative
570282469791911936,@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP,American,positive
568176529584173056,@SouthwestAir your WiFi is shit. fix that up before I jump out of the closest bloody fucking emergency exit.,Southwest,negative
567851763136491520,@SouthwestAir I hope you're happy! You have officially become the next @AmericanAir #ProfitBeforePeople IMO you will be bankrupt by 2020,Southwest,negative
570290552169734144,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same",American,positive
569596652622721024,@AmericanAir But Eagle is always Late Flight,American,negative
569957516748066817,@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays,Southwest,positive
568443892569235457,@JetBlue great flight and crew! Flight 51 from BOS to MCO,Delta,positive
569597711789502464,"@USAirways suggest you failures make a HUGE donation to @the_USO  Charlotte, NC as THEY provided GREAT customer service today, unlike you.",US Airways,negative
568818695562260481,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,Delta,positive
569938319024332801,@AmericanAir You don't care about keeping your customers safe or at least you didn't care about my sister,American,negative
570305363859406848,@JetBlue everyone is here but our pilots are no where to be found and my last flight the plane was dirty that I had to clean my area &amp; seat!,Delta,negative
568490860901478400,@USAirways @AmericanAir Will you be destroying lives in Eastern @GastonCounty during this lively little event? For profits you will.,US Airways,negative
570227706140323840,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz,Delta,positive
569932678688055296,can you not? RT @JetBlue Our fleet's on fleek. http://t.co/413GiAL0yl,Delta,negative
570121588487663616,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",United,positive
568205359208230912,"@JetBlue if I tell you I like that @warriors pick, will that get me that bump to first class? :)",Delta,positive
568148149610483712,"@united, I booked our flights w/ @WestJet. I saw the same prices each time I searched. It wasn't the least bit frustrating. #customerservice",United,negative
569400869768302592,@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,United,negative
568850967673896960,@VirginAmerica husband and I ordered three drinks via my screen and they never came. Awesome!,Virgin America,negative
569169274109100032,@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours,US Airways,negative
567823244549480448,@SouthwestAir 4 flights Cancelled Flightled in one week?! Customer Service is 💩💩💩💩,Southwest,negative
568448110256640000,@JetBlue thank you!,Delta,positive
568678961229762560,@USAirways been at DCA at 5 pm still here at 3 am due to mechanical issues and lack of snacks on the plane! Absolutely worse experience!,US Airways,negative
568521376245501956,@JetBlue I can't do that flight. I need a Late Flightr one! I need you to change my flight. You guys changed it and now I can't do that time!,Delta,negative
570270444646850561,@AmericanAir car accident on my way to the airport. Missed flight from rno to dca. Trying to resched but your line has 2 hr wait,American,negative
568479942146707456,"@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks",United,negative
569931787398303744,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair,American,positive
569601275672829952,"@USAirways thanks to you, you have now incurred us approximately 2000 dollars in fees due to a staff members screw up.  #neveragain",US Airways,negative
570239376283676672,@AmericanAir My ticket was booked with AA with miles..... Sorry we sold you a ticket with a company we merged with but we can't fix it?,American,negative
570226414525542400,@AmericanAir an overzealous stewardess prevented us from bringing in a car seat! #worstflight!,American,negative
569233861651144704,@JetBlue that sucks. Oh well.,Delta,negative
567827442657677313,@united obviously the staff at EWR - United or otherwise have not seen your ads about - being FRIENDLY and helpful #ewr worst airport,United,negative
568859157253611520,"@united No. SATO rebooked me. Just upset that my travel office had to fix this, and you couldn't.",United,negative
569337969233887232,@united have since dropped to 2 layovers but still not acceptable.,United,negative
570289724453216256,@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D,Virgin America,positive
569262088008417280,@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI.,Southwest,negative
568649643187310593,@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,United,positive
569249493264289793,@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!,United,positive
569336095411965952,@united can you make sure I’m on the upgrade list for 2/23 EWR-PDX using my GPU priority? Got a weird email about it.,United,negative
569679254495100928,@AmericanAir Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?,American,negative
569942482668167168,"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",Southwest,negative
569085424498446337,@united  No first class passenger should have to pay for inflight wifi.,United,negative
569779173461336065,@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet,Southwest,negative
569713244320837633,@AmericanAir wht n 👎 experience w/aa reservations #service Tried to be patient with rep and she just disconnects me aa do u record conv.?,American,negative
569648229295329280,@JetBlue thanks for the response. We are hopeful.,Delta,positive
568192660923666433,@JetBlue Whoa! No tag and you still saw my tweet. Flight 105 JFK to Chicago. Trying to get home to see my little brother wrestle!,Delta,negative
